Title,"HE student enrolments by HE provider, domicile, level of study, mode of study and country of HE provider",,,,,,
Location,UK,,,,,,
Academic years,2021/22,,,,,,
Data source,HESA,,,,,,
Data collection,"051,054",,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb265/figure-7,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb265/figure-7.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2021/22 total,2862620,,,,,,
,,,,,,,
Last updated,Jan-23,,,,,,
,,,,,,,
UKPRN,HE provider,Level of study,Mode of study,Country of HE provider,Region of HE provider,Domicile,Number
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,All,All,Not known,0
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,All,All,Total,220
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,All,All,European Union,55
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,England,All,Non-European Union,5
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,England,All,England,155
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,England,All,Wales,0
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,England,All,Scotland,5
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,England,All,Northern Ireland,0
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,England,All,Other UK,0
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,England,All,Total UK,160
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,England,All,Total Non-UK,60
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,England,All,Not known,0
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,England,All,Total,220
10001282,University of Northumbria at Newcastle,Postgraduate (research),Part-time,England,All,European Union,55
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,England,North East,Non-European Union,5065
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,England,North East,England,1590
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,England,North East,Wales,10
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,England,North East,Scotland,10
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,England,North East,Northern Ireland,20
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,England,North East,Other UK,5
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,England,North East,Total UK,1630
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,England,North East,Total Non-UK,5165
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,England,North East,Not known,0
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,England,North East,Total,6795
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,England,North East,European Union,100
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,England,North East,Non-European Union,80
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,England,North East,England,3120
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,England,North East,Wales,90
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,England,North East,Scotland,70
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,England,North East,Northern Ireland,45
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,England,North East,Other UK,0
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,England,North East,Total UK,3335
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,England,North East,Total Non-UK,135
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,England,North East,Not known,0
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,England,North East,Total,3470
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,England,North East,European Union,55
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,North East,Non-European Union,5145
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,North East,England,4710
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,North East,Wales,100
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,North East,Scotland,80
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,North East,Northern Ireland,65
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,North East,Other UK,5
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,North East,Total UK,4965
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,North East,Total Non-UK,5300
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,North East,Not known,0
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,North East,Total,10265
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,North East,European Union,155
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,North East,Non-European Union,5145
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,North East,England,4710
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,North East,Wales,100
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,North East,Scotland,80
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,North East,Northern Ireland,65
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,North East,Other UK,5
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,North East,Total UK,4965
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,North East,Total Non-UK,5300
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,North East,Not known,0
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,North East,Total,10265
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,North East,European Union,155
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,North East,Non-European Union,5065
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,North East,England,1590
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,North East,Wales,10
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,North East,Scotland,10
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,North East,Northern Ireland,20
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,North East,Other UK,5
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,North East,Total UK,1630
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,North East,Total Non-UK,5165
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,North East,Not known,0
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,North East,Total,6795
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,North East,European Union,100
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,All,North East,Non-European Union,80
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,All,North East,England,3120
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,All,North East,Wales,90
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,All,North East,Scotland,70
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,All,North East,Northern Ireland,45
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,All,North East,Other UK,0
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,All,North East,Total UK,3335
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,All,North East,Total Non-UK,135
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,All,North East,Not known,0
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,All,North East,Total,3470
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Part-time,All,North East,European Union,55
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,All,Non-European Union,5145
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,All,England,4710
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,All,Wales,100
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,All,Scotland,80
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,All,Northern Ireland,65
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,All,Other UK,5
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,All,Total UK,4965
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,All,Total Non-UK,5300
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,All,Not known,0
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,All,Total,10265
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,All,All,European Union,155
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,All,Non-European Union,5145
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,All,England,4710
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,All,Wales,100
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,All,Scotland,80
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,All,Northern Ireland,65
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,All,Other UK,5
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,All,Total UK,4965
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,All,Total Non-UK,5300
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,All,Not known,0
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,All,Total,10265
10001282,University of Northumbria at Newcastle,Postgraduate (taught),All,England,All,European Union,155
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,All,Non-European Union,5065
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,All,England,1590
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,All,Wales,10
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,All,Scotland,10
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,All,Northern Ireland,20
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,All,Other UK,5
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,All,Total UK,1630
10001282,University of Northumbria at Newcastle,Postgraduate (taught),Full-time,All,All,Total Non-UK,5165
